sample_id,source_dataset,annotation_type,split,final_class,source_label,image_path,crop_path,source_image_path,image_width,image_height,bbox_x,bbox_y,bbox_width,bbox_height,image_id,annotation_id
test_Glass_glass156,TrashNet,cleaned_image_classification,test,Glass,Glass,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass156.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass156.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass156.jpg,,,,,,,,
test_Glass_glass158,TrashNet,cleaned_image_classification,test,Glass,Glass,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass158.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass158.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass158.jpg,,,,,,,,
test_Glass_glass181,TrashNet,cleaned_image_classification,test,Glass,Glass,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass181.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass181.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass181.jpg,,,,,,,,
test_Glass_glass187,TrashNet,cleaned_image_classification,test,Glass,Glass,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass187.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass187.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass187.jpg,,,,,,,,
test_Glass_glass188,TrashNet,cleaned_image_classification,test,Glass,Glass,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass188.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass188.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass188.jpg,,,,,,,,
test_Glass_glass19,TrashNet,cleaned_image_classification,test,Glass,Glass,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass19.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass19.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass19.jpg,,,,,,,,
test_Glass_glass216,TrashNet,cleaned_image_classification,test,Glass,Glass,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass216.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass216.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass216.jpg,,,,,,,,
test_Glass_glass219,TrashNet,cleaned_image_classification,test,Glass,Glass,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass219.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass219.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass219.jpg,,,,,,,,
test_Glass_glass220,TrashNet,cleaned_image_classification,test,Glass,Glass,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass220.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass220.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass220.jpg,,,,,,,,
test_Glass_glass227,TrashNet,cleaned_image_classification,test,Glass,Glass,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass227.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass227.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass227.jpg,,,,,,,,
test_Glass_glass235,TrashNet,cleaned_image_classification,test,Glass,Glass,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass235.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass235.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass235.jpg,,,,,,,,
test_Glass_glass237,TrashNet,cleaned_image_classification,test,Glass,Glass,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass237.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass237.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass237.jpg,,,,,,,,
test_Glass_glass241,TrashNet,cleaned_image_classification,test,Glass,Glass,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass241.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass241.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass241.jpg,,,,,,,,
test_Glass_glass243,TrashNet,cleaned_image_classification,test,Glass,Glass,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass243.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass243.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass243.jpg,,,,,,,,
test_Glass_glass25,TrashNet,cleaned_image_classification,test,Glass,Glass,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass25.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass25.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass25.jpg,,,,,,,,
test_Glass_glass251,TrashNet,cleaned_image_classification,test,Glass,Glass,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass251.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass251.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass251.jpg,,,,,,,,
test_Glass_glass258,TrashNet,cleaned_image_classification,test,Glass,Glass,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass258.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass258.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass258.jpg,,,,,,,,
test_Glass_glass260,TrashNet,cleaned_image_classification,test,Glass,Glass,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass260.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass260.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass260.jpg,,,,,,,,
test_Glass_glass267,TrashNet,cleaned_image_classification,test,Glass,Glass,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass267.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass267.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass267.jpg,,,,,,,,
test_Glass_glass274,TrashNet,cleaned_image_classification,test,Glass,Glass,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass274.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass274.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass274.jpg,,,,,,,,
test_Glass_glass277,TrashNet,cleaned_image_classification,test,Glass,Glass,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass277.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass277.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass277.jpg,,,,,,,,
test_Glass_glass283,TrashNet,cleaned_image_classification,test,Glass,Glass,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass283.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass283.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass283.jpg,,,,,,,,
test_Glass_glass285,TrashNet,cleaned_image_classification,test,Glass,Glass,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass285.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass285.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass285.jpg,,,,,,,,
test_Glass_glass288,TrashNet,cleaned_image_classification,test,Glass,Glass,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass288.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass288.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass288.jpg,,,,,,,,
test_Glass_glass293,TrashNet,cleaned_image_classification,test,Glass,Glass,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass293.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass293.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass293.jpg,,,,,,,,
test_Glass_glass298,TrashNet,cleaned_image_classification,test,Glass,Glass,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass298.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass298.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass298.jpg,,,,,,,,
test_Glass_glass3,TrashNet,cleaned_image_classification,test,Glass,Glass,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass3.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass3.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass3.jpg,,,,,,,,
test_Glass_glass30,TrashNet,cleaned_image_classification,test,Glass,Glass,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass30.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass30.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass30.jpg,,,,,,,,
test_Glass_glass332,TrashNet,cleaned_image_classification,test,Glass,Glass,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass332.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass332.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass332.jpg,,,,,,,,
test_Glass_glass333,TrashNet,cleaned_image_classification,test,Glass,Glass,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass333.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass333.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass333.jpg,,,,,,,,
test_Glass_glass334,TrashNet,cleaned_image_classification,test,Glass,Glass,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass334.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass334.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass334.jpg,,,,,,,,
test_Glass_glass339,TrashNet,cleaned_image_classification,test,Glass,Glass,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass339.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass339.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass339.jpg,,,,,,,,
test_Glass_glass346,TrashNet,cleaned_image_classification,test,Glass,Glass,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass346.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass346.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass346.jpg,,,,,,,,
test_Glass_glass347,TrashNet,cleaned_image_classification,test,Glass,Glass,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass347.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass347.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass347.jpg,,,,,,,,
test_Glass_glass354,TrashNet,cleaned_image_classification,test,Glass,Glass,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass354.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass354.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass354.jpg,,,,,,,,
test_Glass_glass365,TrashNet,cleaned_image_classification,test,Glass,Glass,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass365.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass365.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass365.jpg,,,,,,,,
test_Glass_glass367,TrashNet,cleaned_image_classification,test,Glass,Glass,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass367.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass367.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass367.jpg,,,,,,,,
test_Glass_glass374,TrashNet,cleaned_image_classification,test,Glass,Glass,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass374.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass374.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass374.jpg,,,,,,,,
test_Glass_glass379,TrashNet,cleaned_image_classification,test,Glass,Glass,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass379.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass379.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass379.jpg,,,,,,,,
test_Glass_glass387,TrashNet,cleaned_image_classification,test,Glass,Glass,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass387.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass387.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass387.jpg,,,,,,,,
test_Glass_glass395,TrashNet,cleaned_image_classification,test,Glass,Glass,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass395.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass395.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass395.jpg,,,,,,,,
test_Glass_glass404,TrashNet,cleaned_image_classification,test,Glass,Glass,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass404.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass404.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass404.jpg,,,,,,,,
test_Glass_glass405,TrashNet,cleaned_image_classification,test,Glass,Glass,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass405.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass405.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass405.jpg,,,,,,,,
test_Glass_glass406,TrashNet,cleaned_image_classification,test,Glass,Glass,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass406.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass406.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass406.jpg,,,,,,,,
test_Glass_glass408,TrashNet,cleaned_image_classification,test,Glass,Glass,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass408.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass408.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass408.jpg,,,,,,,,
test_Glass_glass410,TrashNet,cleaned_image_classification,test,Glass,Glass,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass410.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass410.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass410.jpg,,,,,,,,
test_Glass_glass411,TrashNet,cleaned_image_classification,test,Glass,Glass,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass411.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass411.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass411.jpg,,,,,,,,
test_Glass_glass415,TrashNet,cleaned_image_classification,test,Glass,Glass,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass415.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass415.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass415.jpg,,,,,,,,
test_Glass_glass42,TrashNet,cleaned_image_classification,test,Glass,Glass,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass42.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass42.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass42.jpg,,,,,,,,
test_Glass_glass425,TrashNet,cleaned_image_classification,test,Glass,Glass,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass425.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass425.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass425.jpg,,,,,,,,
test_Glass_glass430,TrashNet,cleaned_image_classification,test,Glass,Glass,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass430.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass430.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass430.jpg,,,,,,,,
test_Glass_glass435,TrashNet,cleaned_image_classification,test,Glass,Glass,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass435.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass435.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass435.jpg,,,,,,,,
test_Glass_glass439,TrashNet,cleaned_image_classification,test,Glass,Glass,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass439.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass439.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass439.jpg,,,,,,,,
test_Glass_glass440,TrashNet,cleaned_image_classification,test,Glass,Glass,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass440.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass440.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass440.jpg,,,,,,,,
test_Glass_glass455,TrashNet,cleaned_image_classification,test,Glass,Glass,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass455.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass455.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass455.jpg,,,,,,,,
test_Glass_glass461,TrashNet,cleaned_image_classification,test,Glass,Glass,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass461.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass461.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass461.jpg,,,,,,,,
test_Glass_glass470,TrashNet,cleaned_image_classification,test,Glass,Glass,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass470.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass470.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass470.jpg,,,,,,,,
test_Glass_glass488,TrashNet,cleaned_image_classification,test,Glass,Glass,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass488.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass488.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass488.jpg,,,,,,,,
test_Glass_glass490,TrashNet,cleaned_image_classification,test,Glass,Glass,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass490.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass490.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass490.jpg,,,,,,,,
test_Glass_glass51,TrashNet,cleaned_image_classification,test,Glass,Glass,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass51.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass51.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass51.jpg,,,,,,,,
test_Glass_glass52,TrashNet,cleaned_image_classification,test,Glass,Glass,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass52.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass52.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass52.jpg,,,,,,,,
test_Glass_glass59,TrashNet,cleaned_image_classification,test,Glass,Glass,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass59.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass59.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass59.jpg,,,,,,,,
test_Glass_glass62,TrashNet,cleaned_image_classification,test,Glass,Glass,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass62.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass62.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass62.jpg,,,,,,,,
test_Glass_glass74,TrashNet,cleaned_image_classification,test,Glass,Glass,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass74.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass74.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass74.jpg,,,,,,,,
test_Glass_glass75,TrashNet,cleaned_image_classification,test,Glass,Glass,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass75.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass75.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass75.jpg,,,,,,,,
test_Glass_glass80,TrashNet,cleaned_image_classification,test,Glass,Glass,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass80.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass80.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass80.jpg,,,,,,,,
test_Glass_glass87,TrashNet,cleaned_image_classification,test,Glass,Glass,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass87.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass87.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass87.jpg,,,,,,,,
test_Glass_glass9,TrashNet,cleaned_image_classification,test,Glass,Glass,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass9.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass9.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass9.jpg,,,,,,,,
test_Glass_glass94,TrashNet,cleaned_image_classification,test,Glass,Glass,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass94.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass94.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Glass/glass94.jpg,,,,,,,,
test_Metal_000001_ann4477,TACO,cleaned_image_classification,test,Metal,Metal,prepared_datasets/combined_6class_confusion_cleaned/test/Metal/000001_ann4477.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Metal/000001_ann4477.jpg,prepared_datasets/combined_6class_confusion_cleaned/test/Metal/000001_ann4477.jpg,,,,,,,,
